Ticker,Weight
ADBE,
AMD,
AEM,
GOOGL,
AMZN,
AXP,
AMT,
AMGN,
ADI,
AMAT,
T,
ADP,
BSX,
BMY,
COF,
CB,
CSCO,
COST,
LLY,
GEV,
GS,
HCA,
INTC,
IBKR,
IBM,
INTU,
JNJ,
KKR,
KLAC,
LIN,
LMT,
MMC,
MA,
MCK,
MELI,
MU,
MSFT,
MCO,
NFLX,
NEM,
NVDA,
PH,
PG,
PGR,
HOOD,
SPGI,
CRM,
SO,
TT,
UBER,
VZ,
WMT,
