Ticker,Weight
NVST,
CDP,
VERX,
TENB,
TGNA,
APPN,
COTY,
FUL,
ENVA,
CPK,
VCYT,
TPC,
BRZE,
WSC,
SPSC,
PCH,
XENE,
KAI,
SEI,
MGEE,
PTON,
EE,
AAP,
LIVN,
ATEC,
MPW,
TEX,
ASAN,
NMRK,
AEO,
FLNC,
NCNO,
YETI,
AZZ,
COLM,
HOG,
PRVA,
DAVE,
RUSHA,
AWR,
KGS,
VC,
BLKB,
NMIH,
LRN,
TDW,
WU,
BNT,
CBZ,
BFH,
SXI,
AVPT,
VSCO,
HURN,
RHI,
GRBK,
SHOO,
AVNT,
TPH,
CWT,
LXP,
KAR,
TNET,
HP,
WDFC,
ATS,
AKR,
FRPT,
ABM,
GSHD,
FSM,
CPRI,
BB,
BCC,
SYNA,
CON,
INSP,
TDC,
CMPO,
BKD,
LFST,
BHC,
MTRN,
CIVI,
FLO,
BKV,
ITGR,
DK,
UNFI,
DBD,
HBI,
PINC,
OII,
DXC,
CLVT,
FA,
TIC,
BBUC,
CSGS,
CNXC,
HI,
UPWK,
PTEN,
XRAY,
MQ,
SEDG,
HUBG,
AORT,
ADPT,
CSTM,
SM,
WRBY,
BBT,
ALKT,
PGNY,
KMT,
DIOD,
RNG,
AAUC,
TXG,
EPAC,
ADUS,
MGNI,
OI,
STC,
LMAT,
TRN,
GEO,
LC,
ALG,
NWN,
PAYO,
OGN,
SGRY,
PENN,
NHC,
KSS,
NTCT,
MODG,
AI,
MD,
LION,
POWI,
BUR,
RAMP,
ASGN,
STRA,
HTZ,
IMAX,
EVTC,
ESTA,
PGY,
TERN,
SDRL,
CC,
SLVM,
NVTS,
NGVT,
PRGS,
PAHC,
INOD,
PRKS,
UFPT,
TWST,
SCS,
TALO,
HNI,
YELP,
MTX,
AVAH,
CXM,
LZ,
ENOV,
BDGIF,
CXW,
IRDM,
RXO,
ROCK,
CCS,
SHCO,
IAS,
JAMF,
MCW,
FSLY,
LSPD,
PRCT,
HTO,
HLMN,
NNE,
DV,
REAL,
AMRC,
ANDE,
WEN,
NN,
WLY,
SEM,
WT,
GEF,
FIVN,
PCT,
UTI,
OMCL,
VAC,
PAR,
EFXT,
ATRC,
CLDX,
MNKD,
AMPX,
FUN,
XPRO,
AMSC,
TILE,
QDEL,
SVM,
ATAI,
VYX,
PBI,
ACHC,
ELME,
CNXN,
WERN,
ARCB,
VITL,
ICFI,
PD,
PGRE,
AMPL,
ADEA,
DGII,
NABL,
ROG,
INVX,
COUR,
VRE,
NEOG,
WKC,
DXPE,
AZTA,
PGEN,
WLDN,
LADR,
SHLS,
PHR,
CNMD,
CERT,
VET,
MAN,
TNC,
ARDT,
KW,
UVV,
DVAX,
VMEO,
GOOS,
NEO,
STAA,
UMH,
IDT,
WWW,
TSAT,
CLOV,
NVCR,
DSGR,
LZB,
AHCO,
TRS,
PEB,
TDOC,
NSP,
CTS,
VRNT,
ATEN,
ESRT,
WTTR,
ZD,
HCSG,
HSII,
BLFS,
ALIT,
LNN,
CRI,
MXL,
ELVN,
GRC,
AMC,
THS,
GIII,
CRAI,
TNDM,
RES,
ALEX,
PRLB,
ARRY,
BV,
CWEN-A,
GCT,
CWH,
MMI,
RLAY,
PRO,
AXGN,
PRG,
ASTH,
ACVA,
SEMR,
ECPG,
USPH,
IRMD,
TASK,
YEXT,
JBGS,
COHU,
GDRX,
UAA,
NRDS,
MLKN,
PUMP,
TTI,
