Ticker,Weight
AYI,
ACM,
AFRM,
AGI,
ALGN,
ALLE,
AMH,
AIG,
AMP,
AME,
AU,
ARMK,
ATI,
AVB,
AVY,
BKR,
BALL,
B,
ONC,
WRB,
BIIB,
BMRN,
BJ,
XYZ,
BAH,
BR,
BWXT,
CHRW,
CACI,
CCJ,
CAH,
CSL,
CCL,
CRS,
CASY,
CBRE,
CLS,
EBR,
CF,
GIB,
CHTR,
CHKP,
CHWY,
CHT,
CFG,
CLX,
COKE,
CTSH,
COHR,
FIX,
COO,
CPRT,
CNM,
CPAY,
CTRA,
CR,
CW,
DRI,
DAY,
DECK,
DKS,
DOCU,
DOCS,
RDY,
DKNG,
DUOL,
BROS,
DT,
ESLT,
EME,
EHC,
EQT,
EFX,
ELS,
EQR,
ERIE,
ESS,
EVR,
EXPE,
EXPD,
EXR,
FFIV,
FN,
FDS,
FICO,
FNF,
FITB,
FHN,
FLEX,
FOX,
FOXA,
FMS,
GME,
GRMN,
IT,
GEHC,
GNRC,
GMAB,
GL,
GWW,
HTHT,
HIG,
HAS,
HEI,
JKHY,
HLI,
HUBB,
ICLR,
INCY,
ITT,
J,
JLL,
KVUE,
KMB,
KIM,
KGC,
KNSL,
KR,
LH,
LDOS,
LII,
DRS,
LECO,
LYV,
LULU,
MTB,
MGA,
MANH,
MKL,
MTZ,
MEDP,
MTD,
MAA,
MPWR,
MORN,
MOS,
MSCI,
MLI,
NTRA,
NBIX,
NWSA,
NOK,
NTR,
OHI,
OKE,
OTIS,
PKG,
PAG,
PR,
PPC,
PINS,
PTC,
PSTG,
DGX,
RL,
RBA,
RBC,
REG,
RMD,
ROL,
ROST,
RGLD,
RPRX,
RPM,
IOT,
SBAC,
STX,
SEIC,
SCI,
SN,
SHG,
SFM,
SSNC,
STN,
STE,
SF,
SLF,
SYM,
SYF,
TROW,
TRGP,
SNX,
FTI,
TEF,
TEVA,
TPL,
TXRH,
TIMB,
BLD,
TPG,
TTD,
TW,
TYL,
UI,
ULTA,
UAL,
UTHR,
UHS,
UNM,
USFD,
VLTO,
VRSN,
VRT,
VICI,
VMC,
WAT,
WBS,
WEC,
WAB,
WPM,
WSM,
WIT,
WWD,
XYL,
YUMC,
ZBRA,
Z,
ZM,
ZS,
